"Accession_ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"170"	"AY726878"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured gamma proteobacterium"
"171"	"AY726922"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured alpha proteobacterium"	NA
"172"	"AY726940"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured alpha proteobacterium"	NA
"173"	"AY663935"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Synechococcus sp."
"174"	"AY663974"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured gamma proteobacterium"
"175"	"AY663999"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Synechococcus sp."
"176"	"AY664003"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Synechococcus sp."
"177"	"AY664014"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Synechococcus sp."
"178"	"AY664105"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Prochlorococcus sp."
"179"	"AY664136"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Synechococcus sp."
"180"	"AY664249"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured Alteromonas sp."
"181"	"AY856360"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured archaeon"	NA
"182"	"AY907720"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"uncultured bacterium"
"183"	"AY907820"	"Bacteria"	"Chloroflexi"	"SAR202 clade"	"uncultured bacterium"	NA	NA	NA
"184"	"AY726879"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured alpha proteobacterium"	NA
"185"	"AY726941"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured gamma proteobacterium"
"186"	"AY726942"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured gamma proteobacterium"
"187"	"AY726976"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured alpha proteobacterium"	NA
"188"	"AY663892"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured alpha proteobacterium"	NA
"189"	"AY663895"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured alpha proteobacterium"	NA
"190"	"AY663976"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured alpha proteobacterium"	NA
"191"	"AY664005"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Synechococcus sp."
"192"	"AY664011"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Synechococcus sp."
"193"	"AY664059"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Synechococcus sp."
"194"	"AY664072"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"195"	"AY664095"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured alpha proteobacterium"	NA
"196"	"AY664195"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured Alteromonas sp."
"197"	"AY664213"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured Alteromonas sp."
"198"	"AY664247"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured Alteromonas sp."
"199"	"AY869690"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured archaeon"	NA
"200"	"AY697875"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured alpha proteobacterium"	NA
"201"	"AY700630"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"202"	"AY702176"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured phototrophic eukaryote"	NA	NA	NA
"203"	"AY907754"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KI89A clade"	"uncultured bacterium"	NA	NA
"204"	"AY726833"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured Prochlorococcus sp."
"205"	"AY726885"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"206"	"AY726892"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169 marine group"	"uncultured alpha proteobacterium"
"207"	"AY726916"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured gamma proteobacterium"
"208"	"AY726945"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"E01-9C-26 marine group"	"uncultured gamma proteobacterium"	NA	NA
"209"	"AY726977"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured alpha proteobacterium"	NA
"210"	"AY744399"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured alpha proteobacterium EBAC2C11"	NA
"211"	"AY770963"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"uncultured"	"uncultured bacterium"
"212"	"AY907792"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"213"	"AY907804"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"A714019"	"uncultured bacterium"	NA	NA
"214"	"AY794179"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sulfitobacter"	"uncultured alpha proteobacterium"
"215"	"AY856359"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured archaeon"	NA
"216"	"AY942759"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"217"	"AY869680"	"Bacteria"	"Chloroflexi"	"SAR202 clade"	"uncultured bacterium"	NA	NA	NA
"218"	"AY907726"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 3"	"uncultured bacterium"	NA
"219"	"AY907781"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"220"	"AY921831"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	"uncultured"	"uncultured actinobacterium"
"221"	"CP001751"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"Candidatus Puniceispirillum"	"Candidatus Puniceispirillum marinum IMCC1322"
"222"	"CR954199"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"Ostreococcus tauri"	NA	NA	NA
"223"	"CR954199"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"Ostreococcus tauri"	NA	NA	NA
"224"	"D85834"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rubrimonas"	"Rubrimonas cliftonensis"
"225"	"DQ009141"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"226"	"DQ009253"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"227"	"DQ009291"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured marine bacterium"
"228"	"DQ117432"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured bacterium"
"229"	"DQ156479"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured marine group III euryarchaeote HF10_21C05"	NA
"230"	"DQ009139"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Thiothrix"	"uncultured marine bacterium"
"231"	"DQ009161"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 3"	"uncultured marine bacterium"	NA
"232"	"DQ009277"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 4"	"uncultured marine bacterium"	NA
"233"	"DQ009453"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169 marine group"	"uncultured marine bacterium"
"234"	"DQ269094"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"uncultured cyanobacterium"	NA
"235"	"DQ299286"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine group II euryarchaeote"	NA
"236"	"DQ300608"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured bacterium"
"237"	"DQ156348"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine group II euryarchaeote HF70_59C08"	NA
"238"	"DQ156396"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine group II euryarchaeote HF10_61D03"	NA
"239"	"DQ156481"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured marine group III euryarchaeote HF130_43E12"	NA
"240"	"DQ228574"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"241"	"DQ234124"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"242"	"DQ395548"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"	"uncultured organism"	NA
"243"	"DQ395556"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"MB11C04 marine group"	"uncultured organism"	NA	NA
"244"	"DQ395728"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter clade OCT lineage"	"uncultured organism"
"245"	"DQ396091"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Thalassospira"	"uncultured organism"
"246"	"DQ396097"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured organism"
"247"	"DQ396264"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"E01-9C-26 marine group"	"uncultured organism"	NA	NA
"248"	"DQ396289"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halomonas"	"uncultured organism"
"249"	"CU914817"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Marinobacter"	"uncultured bacterium"
"250"	"DQ299279"	"Archaea"	"Thaumarchaeota"	"Marine Group I"	"Cenarchaeales"	"Cenarchaeaceae"	"Cenarchaeum"	"uncultured Cenarchaeaceae thaumarchaeote"
"251"	"DQ300579"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"uncultured"	"uncultured bacterium"
"252"	"DQ513063"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"0319-6G20"	"uncultured bacterium"	NA
"253"	"DQ372852"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"OM60(NOR5) clade"	"uncultured bacterium"
"254"	"DQ374241"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured bacterium"	NA
"255"	"DQ395552"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Cryomorphaceae"	"NS7 marine group"	"uncultured organism"
"256"	"DQ396008"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured organism"	NA
"257"	"DQ396125"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halomonas"	"uncultured organism"
"258"	"DQ396361"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"E01-9C-26 marine group"	"uncultured organism"	NA	NA
"259"	"DQ513039"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"260"	"CU467449"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseovarius"	"uncultured bacterium"
"261"	"DQ644010"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Oceanicaulis"	"uncultured alpha proteobacterium"
"262"	"D89036"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Microcystis"	"Microcystis holsatica"
"263"	"DQ009137"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"OM60(NOR5) clade"	"uncultured marine bacterium"
"264"	"DQ009452"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured marine bacterium"	NA
"265"	"DQ009458"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured marine bacterium"	NA
"266"	"DQ156418"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine group II euryarchaeote HF130_40G09"	NA
"267"	"DQ156480"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured marine group III euryarchaeote HF130_95B02"	NA
"268"	"DQ228613"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured archaeon"	NA
"269"	"DQ889937"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"	"uncultured Verrucomicrobia bacterium"	NA
"270"	"DQ300591"	"Bacteria"	"Cyanobacteria"	"ML635J-21"	"uncultured bacterium"	NA	NA	NA
"271"	"D88523"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Thalassobius"	"Thalassobius gelatinovorus"
"272"	"DQ009125"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"273"	"DQ009159"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured marine bacterium"	NA
"274"	"DQ009368"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"MB11C04 marine group"	"uncultured marine bacterium"	NA	NA
"275"	"DQ009427"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured marine bacterium"	NA
"276"	"DQ009434"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b marine group"	"uncultured marine bacterium"
"277"	"DQ396110"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	"uncultured organism"
"278"	"DQ396129"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"OCS116 clade"	"uncultured organism"	NA	NA
"279"	"DQ396170"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured organism"	NA
"280"	"DQ396208"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"uncultured"	"uncultured organism"
"281"	"DQ396230"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured organism"	NA
"282"	"EF061412"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"Alteromonas sp. NJSS12"
"283"	"EF061414"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"Alteromonas sp. NJSS16"
"284"	"DQ071172"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"285"	"DQ906730"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured marine bacterium"	NA	NA
"286"	"DQ906760"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Arenicella"	"uncultured Antarctic sea ice bacterium"
"287"	"DQ513090"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Sva0996 marine group"	"uncultured bacterium"	NA
"288"	"DQ156443"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured marine group II euryarchaeote HF200_50D06"	NA
"289"	"DQ156482"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured marine group III euryarchaeote HF200_25B11"	NA
"290"	"DQ522931"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"ANT06-05"	"uncultured archaeon"	NA
"291"	"EF061422"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"Alteromonas sp. NJSX19"
"292"	"EF061427"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"Alteromonas sp. NJSX34"
"293"	"DQ374242"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured bacterium"	NA
"294"	"DQ395992"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halomonas"	"uncultured organism"
"295"	"DQ396017"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Pseudoalteromonadaceae"	"Pseudoalteromonas"	"uncultured organism"
"296"	"DQ396175"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured organism"	NA
"297"	"DQ396241"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"Rhodopirellula"	"uncultured organism"
"298"	"DQ423477"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Erythrobacter"	"Lutibacterium sp. HN-13"
"299"	"EF379537"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured bacterium"
"300"	"DQ513074"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"301"	"EF571982"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"302"	"EF571994"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"uncultured bacterium"
"303"	"EF572060"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"Candidatus Puniceispirillum"	"uncultured bacterium"
"304"	"EF572107"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Marinoscillum"	"uncultured bacterium"
"305"	"EF572127"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"306"	"EF572179"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"307"	"EF572198"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"308"	"EF572324"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"309"	"EF572504"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured bacterium"
"310"	"EF572586"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"OCS116 clade"	"uncultured bacterium"	NA	NA
"311"	"EF572648"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 4"	"uncultured bacterium"	NA
"312"	"EF572678"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured bacterium"
"313"	"EF572791"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"314"	"EF572834"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Cryomorphaceae"	"NS7 marine group"	"uncultured bacterium"
"315"	"EF572922"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"316"	"EF572962"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"317"	"EF573025"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4 marine group"	"uncultured bacterium"
"318"	"EF573065"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured bacterium"
"319"	"EF573081"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Marinoscillum"	"uncultured bacterium"
"320"	"EF573116"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"321"	"EF573147"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"322"	"EF573353"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"323"	"EF573369"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"OCS116 clade"	"uncultured bacterium"	NA	NA
"324"	"EF573664"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"325"	"EF573721"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"326"	"EF573901"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"MB11C04 marine group"	"uncultured bacterium"	NA	NA
"327"	"EF573958"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"uncultured bacterium"
"328"	"EF573999"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"329"	"EF574119"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"330"	"EF574125"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4 marine group"	"uncultured bacterium"
"331"	"EF574241"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"332"	"EF574402"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bacteriovoracaceae"	"uncultured"	"uncultured bacterium"
"333"	"EF574440"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"334"	"EF574495"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"uncultured bacterium"
"335"	"EF574512"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"336"	"EF574651"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	"uncultured bacterium"	NA
